0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,89.05877292483929,29.686257641613096,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,96.78509735513074,33.87478407429576,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,140.19300554491474,56.07720221796589,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,95.57720150030467,31.85906716676822,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,87.7652849853742,30.717849744880972,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,123.80241303253212,49.52096521301284,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,68.34439744086106,22.78146581362035,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,112.1080395069696,39.23781382743936,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,121.57883069660433,48.631532278641735,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,82.41186198946886,27.47062066315629,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,105.29977702569239,36.854921958992335,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,116.13226037659327,46.45290415063731,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,86.63307376699649,28.877691255665496,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,96.65985305784461,33.83094857024562,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,137.06089239042421,54.82435695616969,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,83.34092004046198,27.780306680153995,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,109.38129526841887,38.283453343946604,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,121.61521141391975,48.646084565567904,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,93.61261542355949,31.204205141186495,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,106.2191987701624,37.17671956955684,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,115.57614780032829,46.230459120131314,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,92.91018927170478,30.97006309056826,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,97.62600595645209,34.16910208475824,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,105.32787240063624,42.13114896025449,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,85.98110378910613,28.660367929702044,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,89.57257497691411,31.35040124191994,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,126.17492276740828,50.46996910696331,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,90.97480421284064,30.324934737613546,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,116.96951407713806,40.93932992699832,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,129.15822577144095,51.663290308576386,0.0
-2.9134066523,-0.6438752673,0.0,0.0,0.0,0.9369913411,-0.1173671421,0.0,0.0,-163.0,-1.4518205307,2.940568212,0.0,0.0,-85.0,-2.0549411928,0.0097926866,0.0,0.0,0.0,-2.1789060589,1.1489200593,100.31796626186954,33.439322087289845,0.0,-1.2943983522,1.8718889109,0.0,0.0,0.0,-0.2434998231,1.4166043723,105.8766534753216,37.05682871636256,0.0,-0.0639025421,0.2858212795,0.0,0.0,0.0,-0.9830230267,-0.3940948828,132.13026609247265,52.85210643698906,0.0
