0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,24.444281983077314,14.30610051544156,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.551220447100904,1.275610223550452,0.0,1.0,0.0,-0.2483703707,-5.7011599364,7.6697941864680494,1.6146935129406423,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,22.89180454249826,10.943889013738204,0.0,1.0,0.0,-0.9242954395,-5.4723948016,25.27982071780808,25.27982071780808,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,5.199238252457902,1.7928407767096213,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,11.074066945348893,7.415669829474706,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.795975665535401,1.7538001717510714,0.0,1.0,0.0,2.4068601909,-4.3993436497,5.948030284995667,1.813423867376728,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.640562178939135,1.8722891205972696,0.0,1.0,0.0,3.1169836554,-5.1465920415,9.930459710897843,6.399629591467499,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.132549801769318,0.8810296317476207,0.0,1.0,0.0,4.8299404079,-4.2704759539,9.418037656399495,3.370666108606135,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.1866848866929143,0.6957633730386544,0.0,1.0,0.0,1.8534092602,-2.8489444663,15.83634338144679,10.135259764125946,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.3595303002093337,1.6797651501046669,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,9.846418732929079,7.5828741966235444,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,2.9292970498266158,1.9249666327432045,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.299770125256146,0.8624137969710548,0.0,1.0,0.0,1.1626994941,-4.2978495824,12.522264536134909,2.2445568508166347,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,23.590803952986395,13.80659954852199,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.365661351181383,1.1828306755906914,0.0,1.0,0.0,-0.2483703707,-5.7011599364,7.73687502740876,1.6288157952439497,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,26.793095322400102,12.808979781322856,0.0,1.0,0.0,-0.9242954395,-5.4723948016,29.203358998516606,29.203358998516606,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,6.210829791167446,2.141665445230154,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,10.480604400423047,7.018261875283291,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.790117084360773,1.7522882798350383,0.0,1.0,0.0,2.4068601909,-4.3993436497,7.419480002685843,2.2620365861847085,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.4497474689106236,1.774155841154035,0.0,1.0,0.0,3.1169836554,-5.1465920415,9.25258007214459,5.9627738242709585,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.3098687310429296,0.9309005806058239,0.0,1.0,0.0,4.8299404079,-4.2704759539,8.878891192369574,3.1777084267427944,0.0,1.0,0.0,3.1039065876,-2.8673421324,1.9580814814974485,0.6230259259310063,0.0,1.0,0.0,1.8534092602,-2.8489444663,19.646300703460767,12.573632450214891,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.1326579994084653,1.5663289997042327,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.438904313683109,6.498926310537567,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.4153462321142025,2.2443703811036184,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.2076802085275786,0.8278800781978419,0.0,1.0,0.0,1.1626994941,-4.2978495824,10.20374691566032,1.8289735037504344,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,22.306136944542992,13.054743741737141,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.3650660762349274,1.1825330381174637,0.0,1.0,0.0,-0.2483703707,-5.7011599364,8.309577785239352,1.7493847968924954,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,22.12136946365006,10.575566980429194,0.0,1.0,0.0,-0.9242954395,-5.4723948016,35.16862271092755,35.16862271092755,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,6.356725081807083,2.1919741661403735,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,12.374298374060327,8.28636051834397,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.478801844266463,1.6719488630365067,0.0,1.0,0.0,2.4068601909,-4.3993436497,8.823283877665906,2.6900255724591178,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.3450652843877866,1.720319289113719,0.0,1.0,0.0,3.1169836554,-5.1465920415,7.53039249497569,4.852919607873223,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.638790149632821,1.0234097295842308,0.0,1.0,0.0,4.8299404079,-4.2704759539,9.91550507384873,3.5487070790616504,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.409099501040299,0.7665316594219131,0.0,1.0,0.0,1.8534092602,-2.8489444663,16.74784825487119,10.718622883117561,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.1188059232907537,1.5594029616453768,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,10.038324336308659,7.730663569341152,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,4.082289810512506,2.6826475897653608,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.093264607525334,0.7849742278220003,0.0,1.0,0.0,1.1626994941,-4.2978495824,10.361909668192878,1.8573234310911761,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,22.982033945214557,13.450314797429716,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.3203164577770394,1.1601582288885197,0.0,1.0,0.0,-0.2483703707,-5.7011599364,8.08286538254484,1.7016558700094402,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,23.41528343362365,11.19414865905692,0.0,1.0,0.0,-0.9242954395,-5.4723948016,29.59045127337032,29.59045127337032,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,5.755906378860891,1.9847953030554795,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,13.441083518876448,9.000725570676193,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.28149976560663,1.6210321975759046,0.0,1.0,0.0,2.4068601909,-4.3993436497,7.196769505281804,2.194137044293233,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.1112524151090275,1.6000726706275001,0.0,1.0,0.0,3.1169836554,-5.1465920415,10.854399461840199,6.9950574309636835,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.171330018714653,0.8919365677634962,0.0,1.0,0.0,4.8299404079,-4.2704759539,9.883116359046493,3.53711532850085,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.197315737181051,0.6991459163757888,0.0,1.0,0.0,1.8534092602,-2.8489444663,18.945501995316334,12.125121277002453,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,2.750677187947606,1.375338593973803,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.954178077519687,6.895746335561139,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.825575890580993,2.5139498709532235,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.3230074288228475,0.8711277858085679,0.0,1.0,0.0,1.1626994941,-4.2978495824,11.201327149744197,2.007785055142828,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,22.535941503787388,13.189237654290315,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.580553959981746,1.290276979990873,0.0,1.0,0.0,-0.2483703707,-5.7011599364,6.901322121474917,1.452909920310509,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,20.716163087365562,9.903779721591432,0.0,1.0,0.0,-0.9242954395,-5.4723948016,28.62831593829657,28.62831593829657,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,5.197540597519987,1.792255378455168,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,9.113292690280408,6.102651355098488,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.1023465462690165,1.574799108714585,0.0,1.0,0.0,2.4068601909,-4.3993436497,9.445992837512904,2.879875865095398,0.0,1.0,0.0,2.2748765253,-6.1619370169,4.09506020780132,2.1060309640121075,0.0,1.0,0.0,3.1169836554,-5.1465920415,8.80824519244768,5.676424679577393,0.0,1.0,0.0,3.7246411249,-4.0370927851,2.9169631558078972,0.820395887570971,0.0,1.0,0.0,4.8299404079,-4.2704759539,8.48102509716458,3.035314245301007,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.036076191783813,0.6478424246584857,0.0,1.0,0.0,1.8534092602,-2.8489444663,16.89861001247144,10.815110407981722,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.284519943937533,1.6422599719687665,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.394490236554784,6.4647223660824205,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.783779047574761,2.486483374120557,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.1071172099600672,0.7901689537350253,0.0,1.0,0.0,1.1626994941,-4.2978495824,9.207128676638712,1.6503343854352408,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,22.29165379224551,13.046267426798062,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.151111242774593,1.0755556213872965,0.0,1.0,0.0,-0.2483703707,-5.7011599364,7.911897970937481,1.6656627307236804,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,25.067934233891947,11.984231717079922,0.0,1.0,0.0,-0.9242954395,-5.4723948016,26.524885533943532,26.524885533943532,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,6.807207833153304,2.3473130459149325,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,9.121064753478855,6.107855861704591,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.251113083877395,1.6131904732586826,0.0,1.0,0.0,2.4068601909,-4.3993436497,8.32023466862414,2.5366569111658968,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.782180002105634,1.9451211439400407,0.0,1.0,0.0,3.1169836554,-5.1465920415,7.90497069561083,5.094314448282534,0.0,1.0,0.0,3.7246411249,-4.0370927851,2.998395607075477,0.8432987644899779,0.0,1.0,0.0,4.8299404079,-4.2704759539,7.160428513373972,2.5626796784706847,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.153876446051449,0.6853243237436427,0.0,1.0,0.0,1.8534092602,-2.8489444663,18.60549716439574,11.907518185213272,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.1494050530196223,1.5747025265098111,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.805444573862946,6.781204441940431,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.5136372777602705,2.308961639671035,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.436690229367259,0.9137588360127221,0.0,1.0,0.0,1.1626994941,-4.2978495824,11.263744112051372,2.018973001216755,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,20.62605591645997,12.07147051331989,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.265001629968988,1.132500814984494,0.0,1.0,0.0,-0.2483703707,-5.7011599364,8.150358078343102,1.7158648585985476,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,21.234526713347545,10.151593911205625,0.0,1.0,0.0,-0.9242954395,-5.4723948016,27.373253175643942,27.373253175643942,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,6.156679910425891,2.122993072560652,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,9.049069183409859,6.059644542461959,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.061945371136281,1.5643729990029114,0.0,1.0,0.0,2.4068601909,-4.3993436497,6.346640061993315,1.9349512384125962,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.6726634622565046,1.888798352017631,0.0,1.0,0.0,3.1169836554,-5.1465920415,10.339900837158467,6.663491650613234,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.2130966042177684,0.9036834199362473,0.0,1.0,0.0,4.8299404079,-4.2704759539,7.787378580271365,2.7870618076760674,0.0,1.0,0.0,3.1039065876,-2.8673421324,1.9821579329383525,0.6306866150258393,0.0,1.0,0.0,1.8534092602,-2.8489444663,15.07938978794515,9.650809464284896,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.419029549122879,1.7095147745614394,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.312500899720279,6.401581152658147,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.3997319083868787,2.2341095397970916,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.77360202400753,1.040100759002824,0.0,1.0,0.0,1.1626994941,-4.2978495824,10.969826826886147,1.966289714253177,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,20.802555974169188,12.174767782117451,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.306628234527303,1.1533141172636514,0.0,1.0,0.0,-0.2483703707,-5.7011599364,7.865211741104749,1.6558340507588947,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,20.85230440117087,9.968864823366776,0.0,1.0,0.0,-0.9242954395,-5.4723948016,26.51206973424268,26.51206973424268,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,6.635945178265099,2.288256958022448,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,11.371234327527821,7.614665844326666,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,5.486609158373445,1.4158991376447598,0.0,1.0,0.0,2.4068601909,-4.3993436497,9.547378206191087,2.9107860384728927,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.690471914859939,1.8979569847851114,0.0,1.0,0.0,3.1169836554,-5.1465920415,9.31519004211174,6.00312247158312,0.0,1.0,0.0,3.7246411249,-4.0370927851,2.9490917399804246,0.8294320518694944,0.0,1.0,0.0,4.8299404079,-4.2704759539,10.750017888551184,3.84737482327095,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.0361728930260194,0.6478731932355515,0.0,1.0,0.0,1.8534092602,-2.8489444663,20.30927957221012,12.997938926214475,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,3.3915177504313148,1.6957588752156574,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.81132648085018,6.785734186401864,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.8603001974946327,2.5367687012107583,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.5976064978247035,0.9741024366842639,0.0,1.0,0.0,1.1626994941,-4.2978495824,10.207510241425412,1.8296480621422908,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,22.56061984266055,13.20368073740963,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.3335632289092727,1.1667816144546364,0.0,1.0,0.0,-0.2483703707,-5.7011599364,7.917825199315657,1.6669105682769807,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,22.589237507300304,10.799240738139181,0.0,1.0,0.0,-0.9242954395,-5.4723948016,34.13784677281484,34.13784677281484,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,5.36735828434349,1.8508132014977552,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,10.194983764574749,6.826998056634877,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,5.907220541826862,1.5244440107940291,0.0,1.0,0.0,2.4068601909,-4.3993436497,10.017114278645945,3.0539982556847396,0.0,1.0,0.0,2.2748765253,-6.1619370169,3.1967839692676825,1.644060327051951,0.0,1.0,0.0,3.1169836554,-5.1465920415,10.00845425910337,6.4498927447555054,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.022925645568816,0.8501978378162296,0.0,1.0,0.0,4.8299404079,-4.2704759539,7.994670308805152,2.8612504263092124,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.3447371365626246,0.7460527252699258,0.0,1.0,0.0,1.8534092602,-2.8489444663,17.996979874334478,11.518067119574066,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,2.903309699370941,1.4516548496854704,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,8.464031486706359,6.518277121946277,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,4.002826172716082,2.6304286277848536,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.3751525471781014,0.8906822051917881,0.0,1.0,0.0,1.1626994941,-4.2978495824,11.639117085165246,2.0862568360201856,0.0,1.0,0.0
-1.7274567146,-3.1892649529,0.0,0.0,0.0,1.0,0.0,-0.5620171842,-3.3148524773,21.07334792629847,12.333249708017998,-60.97,1.0,0.0,1.0120878871,-1.7414860957,2.0596294831475332,1.0298147415737666,0.0,1.0,0.0,-0.2483703707,-5.7011599364,8.516622120453128,1.7929730779901325,0.0,1.0,0.0,-1.3515096676,-6.364862178,0.0,0.0,0.0,1.0,0.0,-0.1392678391,-6.7357195544,0.0,0.0,0.0,1.0,0.0,0.8041763605,-6.4263057784,25.344022376109372,12.116221223666322,0.0,1.0,0.0,-0.9242954395,-5.4723948016,30.35797347333142,30.35797347333142,0.0,1.0,0.0,0.2295692813,-4.9094485678,0.0,0.0,0.0,1.0,0.0,1.0937142736,-7.4731743253,6.580288706670257,2.2690650712656057,0.0,1.0,0.0,1.8574880571,-6.8557907822,0.0,0.0,0.0,1.0,0.0,1.496608508,-5.5566606165,10.944527852607367,7.328924901299576,0.0,1.0,0.0,-1.59061066,-4.144202153,0.0,0.0,-37.0,1.0,0.0,1.8817593551,-4.6687303186,6.267882483940699,1.6175180603717934,0.0,1.0,0.0,2.4068601909,-4.3993436497,6.951329576360335,2.119307797670834,0.0,1.0,0.0,2.2748765253,-6.1619370169,2.8017936385199165,1.4409224426673857,0.0,1.0,0.0,3.1169836554,-5.1465920415,7.601671666783525,4.898855074149383,0.0,1.0,0.0,3.7246411249,-4.0370927851,3.2164736429895084,0.9046332120907992,0.0,1.0,0.0,4.8299404079,-4.2704759539,9.998262353564636,3.578325473907343,0.0,1.0,0.0,3.1039065876,-2.8673421324,2.140115021258293,0.6809456885821841,0.0,1.0,0.0,1.8534092602,-2.8489444663,19.323351900269312,12.36694521617236,0.0,1.0,0.0,4.0378033247,-2.2835029253,0.0,0.0,-21.59,1.0,0.0,3.4709477276,-1.7452892746,2.8006843013181895,1.4003421506590947,-19.2,1.0,0.0,-0.3726946517,-4.2829075502,10.168765745217394,7.83111844746627,0.0,1.0,0.0,-1.0537836171,-2.2394463492,0.0,0.0,0.0,1.0,0.0,0.5309084006,-3.433272374,3.768970498978935,2.476752042186157,0.0,1.0,0.0,-0.0673791279,-2.3918873148,0.0,0.0,-26.91,1.0,0.0,1.0669150553,-2.4311581116,0.0,0.0,0.0,1.0,0.0,1.1037817517,-3.1875438028,2.5823003784566874,0.9683626419212578,0.0,1.0,0.0,1.1626994941,-4.2978495824,11.552148640433307,2.0706681525304984,0.0,1.0,0.0
