0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1.0,0.0,0.9999999999999999,-0.37187927932434683,0.9848174309347524,-1.3973680604221528,0.9821490430359724,-1.6395094417983307,0.9837941191048829,-1.7431325614954372,0.976163961266775,-2.0722550853679795,0.9697021718637022,-2.4871532328705617,0.965737877943258,-2.4573225058936328,0.9819339020742346,-2.7399690002286787,0.9850089970097093,-3.086577499943252,0.9819339020742346,-2.7399690002286787,0.9861699121194831,-1.2597027438135722,0.9999999999999999,1.7512265111522216,0.9769904473366104,-2.0275909396986838,0.9818416132722046,-1.9688070771171438,0.977558667851116,-2.3833978018731696,0.9767895934135697,-3.1355600191763897,0.9698509531746523,-3.1422013821173875,0.966514114903812,-3.6317859089765188,0.9702454058613103,-3.5538270360272723,0.9938095328444138,-3.166732669289014,0.9999999999999998,-3.074399786437973,1.0,-1.2998962273184052,0.9873779378149928,-2.4109201799445605,0.9906766514787027,-1.6085453417548363,0.9756520625564588,-1.983122381385582,0.9999999999999998,-0.8767703441039202,0.9777114866610155,-2.077189086893437,0.9771765912445659,-2.340929180973577,0.9625778911497156,-3.46189609437268
1.0,0.0,0.9999999999999998,-0.5715614933892783,0.9827301704258957,-1.674251667885984,0.9796145269072907,-1.9803720345682638,0.9807106027400683,-2.1369581540189055,0.9724363855843736,-2.4922720105266554,0.9644636919504649,-2.993903636465704,0.9602533733090335,-2.9372301360009083,0.9800906449683127,-3.2744275995578525,0.9841720435027983,-3.6792335090762087,0.9800906449683127,-3.2744275995578525,0.9858091544970692,-1.7025052441976622,1.0,1.30952687861659,0.97642306867907,-2.503368930257162,0.980850663309717,-2.4713998769781047,0.977409422167876,-2.86987764671871,0.976537688026259,-3.679971618256642,0.9692843920263715,-3.656331189906756,0.9663774476822588,-4.139238137698831,0.9700283693912776,-4.076672275671902,0.9929579363783909,-3.837442282491937,1.0,-3.7375885482518796,1.0000000000000002,-1.762061816505347,0.988994213982753,-2.869145449191222,0.990522502296284,-1.848729852840406,0.9729521270050365,-2.286740521673106,1.0,-0.9453891605273369,0.9741754592312888,-2.4779203750521486,0.9806924831362703,-2.181058237105705,0.9693190138318801,-3.064112960955424
1.0,0.0,0.9999999999999999,-0.637682322470456,0.9809055006545687,-1.8353953603570141,0.9774375949846048,-2.1769728224589757,0.980973020779281,-2.182266837806595,0.9696681321803465,-2.703659908281125,0.9649141698619841,-3.0267652972334593,0.954715605938335,-3.251824705879553,0.9790114850219507,-3.5050792744230748,0.9839809546993467,-3.918754264743267,0.9790114850219507,-3.5050792744230748,0.9842335566159923,-2.1573590059525394,0.9999999999999999,0.8594993479338835,0.9750823290315319,-2.979106849360154,0.9787615502741955,-2.997563989346948,0.9772485589920181,-3.2031768286385813,0.9774055984458371,-3.9032257553228376,0.9663725030724806,-4.178459418481898,0.963318762461532,-4.6363167613408365,0.9674930507839749,-4.520850893298909,0.9934255577917989,-4.051912015100633,1.0,-3.9682816121885445,1.0000000000000002,-2.305903690351904,0.9865630202119383,-3.2962027022549107,0.9884840754171941,-2.301226818612405,0.9673539236168875,-2.828889569257361,1.0,-1.3601989418887044,0.9710203990097366,-2.737190210380062,0.9807979790564729,-2.5940202162025146,0.9690657484304451,-3.5001892294037718
1.0,0.0,0.9999999999999999,-0.6071643510713487,0.9823141177579336,-1.7849973120431297,0.979117394228414,-2.1159789148350665,0.9817895620496876,-2.149310449529621,0.9722296445871118,-2.6236403360162774,0.9662420682541206,-2.995585344683105,0.9598436599208644,-3.0817288371485447,0.9796944413421199,-3.5561864447961096,0.9837069438035547,-4.038948125701789,0.9796944413421199,-3.556186444796109,0.9842185771893959,-2.1445588848256922,1.0,0.8723454269616079,0.9757032509103483,-2.906132672452526,0.9798345831533511,-2.8987802790083856,0.9761019856161044,-3.2842429260647164,0.9748680472364982,-4.097229942139549,0.9676054374293066,-4.109902394801338,0.9641970457014833,-4.61859062313038,0.9681748181465853,-4.532334184182478,0.9929786000101506,-4.2036481125336795,0.9999999999999998,-4.111627189912919,1.0,-2.1857917623068714,0.9881451144691276,-3.3006574573006024,0.9895183291656026,-2.336135558828676,0.9697688458597641,-2.8288685519107437,1.0,-1.4346545612077286,0.9737750803323705,-2.6510087841026633,0.9789761636660028,-2.779350544944438,0.9663114187512656,-3.7597131139232642
1.0,0.0,0.9999999999999999,-0.2100766911604453,0.9847067756886994,-1.198133080669899,0.9819958572500445,-1.3971629575719773,0.9841760458496336,-1.4873255330410877,0.9755546409302179,-1.8048427368794238,0.9704397885683484,-2.172284816226417,0.9636417284771202,-2.23210136304333,0.9818222220259284,-2.3814529077643316,0.9851445398223778,-2.6805429646909205,0.9818222220259284,-2.3814529077643316,0.9867029957171665,-0.8833120322339743,0.9999999999999998,2.1259890175372385,0.9777065588610244,-1.6490791691050655,0.9808028933686365,-1.652695163794472,0.9778413036655452,-2.0013246750425564,0.9776474495648261,-2.7078943154302553,0.9704081632424862,-2.7279302328081103,0.9677270402628495,-3.1716172303640464,0.9712523353200644,-3.1032235706863798,0.9936503277133015,-2.757283863517867,0.9999999999999999,-2.6553268244729593,1.0,-0.8875136927921917,0.9888040802626672,-1.885233791107775,0.9898425402363908,-0.9034468167789733,0.9703203624935886,-1.390359710918526,0.9999999999999999,0.005116159144593706,0.9771507653125339,-1.7533242166288212,0.9823465289753798,-1.1241377957318779,0.9722682504769585,-1.91008562340073
1.0,0.0,1.0,-0.34633834858384716,0.9845763845543429,-1.3864130570412772,0.9817347608522615,-1.6346422558530758,0.9826120365180149,-1.786576293958171,0.9752214565976419,-2.0930680998633444,0.9676993070783768,-2.5702132339299686,0.9642440102504938,-2.495463497484848,0.9817839600301501,-2.739920566019083,0.9852708939321094,-3.0752869107922405,0.9817839600301501,-2.739920566019083,0.9872298363528433,-1.1095923128040335,0.9999999999999998,1.8981013297564069,0.9783464015546706,-1.874900930420701,0.9819529976325201,-1.8687664475104353,0.9788339869646261,-2.2688435589580997,0.9785468853330794,-3.0420106181444884,0.9721272214867442,-2.9507705201616696,0.9698565598929789,-3.3923551685127737,0.9728388152388892,-3.3712167755428983,0.9933867381649167,-3.203752285733391,1.0,-3.1029275918791184,0.9999999999999999,-1.1774720445724103,0.9884768467027,-2.332461275988062,0.9901501424930498,-1.507791439880724,0.9720565539356508,-1.9589927660893227,1.0,-0.7170098100919275,0.9768399532530861,-2.0837324035119895,0.9785647647411467,-2.083935449884735,0.9659431330181645,-3.064207286164592
1.0,0.0,1.0,-0.12389614125157698,0.985135403635748,-1.115066662234148,0.9824072739735699,-1.3027724343486053,0.9842732661131323,-1.403661779688282,0.9761121492299711,-1.7043031092268763,0.9705943357230614,-2.090669328851275,0.9647504126030123,-2.1168659325223884,0.9817651910246465,-2.20471592000058,0.9847559338238265,-2.464533712593469,0.9817651910246465,-2.20471592000058,0.9871895408090698,-0.5568610716255693,1.0,2.4509554532185556,0.9788162157255953,-1.2620956959670044,0.9827840108585886,-1.2263676032047341,0.9778195640773797,-1.7214215272325926,0.9764328135391276,-2.51199978218841,0.9717911174668732,-2.3584630280994157,0.9690836364688759,-2.816879207440854,0.9721984761158736,-2.782164672042151,0.9938760130849702,-2.498221747471954,1.0,-2.398728740807692,0.9999999999999999,-0.5246826978843656,0.9891266411959414,-1.6626758292518509,0.9905791955729044,-0.9304112374968524,0.9730917965889682,-1.366331831851052,1.0,-0.20577001312401966,0.9776170921204334,-1.6824033132120655,0.9780156721789566,-1.5941484938207273,0.9662097521938292,-2.523923098868455
1.0,0.0,0.9999999999999999,-0.40504937032010674,0.9839904512306211,-1.5820174919818928,0.9811044065173844,-1.8690512604132752,0.9839739701277186,-1.8412802476975372,0.974970394042773,-2.3223383194481335,0.9699141032886159,-2.6280472468258047,0.9639921598623329,-2.7268949657521606,0.9811325183481732,-3.346326697197716,0.9844841617153398,-3.8774975229115003,0.9811325183481732,-3.3463266971977164,0.985825848522492,-1.9128142273403637,0.9999999999999999,1.0991668425305896,0.9775891065420964,-2.6924755094379855,0.9796151601957322,-2.7795719566438284,0.9772647519635425,-3.0890637203057913,0.97668340344721,-3.8861288700377514,0.9673512750258823,-3.9964043521467683,0.9637073825518615,-4.523996770745835,0.968064813868677,-4.416169923237349,0.9929167313166175,-4.062658009745052,1.0,-3.9650387934339517,0.9999999999999997,-2.100600302812785,0.9882792823147647,-3.133096699163622,0.9895175498493338,-2.0410130912589786,0.9695846750268633,-2.538313513443627,1.0,-1.0583720378672017,0.9765604715965182,-2.325941438695389,0.9795798894088137,-2.3505852579938327,0.9686568496761568,-3.211191447914319
1.0,0.0,0.9999999999999999,-0.5756410304034842,0.9816628233623446,-1.7205358244856102,0.9783227321000497,-2.0377650326851464,0.981226265987915,-2.092173984258664,0.9705545387385465,-2.566784371330494,0.9653585430898887,-2.9194986173591597,0.9560687226453667,-3.100090337722784,0.9792794772453081,-3.2940904821645134,0.9839118045800692,-3.6698810291626716,0.9792794772453081,-3.2940904821645134,0.9854709222592732,-1.7748987684362876,1.0,1.2381680945712488,0.976856245341931,-2.5587739616090954,0.9796745990099118,-2.604300998069771,0.977129329705336,-2.905298697656196,0.9758241761768268,-3.7030014833256284,0.9693273089819365,-3.690123462490438,0.9667871128871147,-4.132144572037477,0.9701141273799749,-4.079710880601198,0.9931895706259455,-3.813494549375316,1.0,-3.7228808922429026,1.0000000000000002,-1.8939673056861066,0.988644348254896,-2.990453174186834,0.9894079370336987,-2.1943996378844304,0.9687191866045519,-2.710579258133131,0.9999999999999999,-1.3828524833151876,0.9718344566361761,-2.613036933737149,0.9782123872315082,-2.775747803550308,0.9649788970973412,-3.7990372542088036
1.0,0.0,1.0,-0.5458625630254536,0.9825000369750765,-1.716202079225922,0.9792508047443792,-2.0378221177787275,0.9810006682853541,-2.129599931372694,0.9719541961579473,-2.5650190783691778,0.9649127783056902,-2.999651095938495,0.9592097069902197,-3.037129981985182,0.9801701215284504,-3.374119343347498,0.9845507124258518,-3.7925012236901514,0.9801701215284504,-3.374119343347498,0.9860798817454983,-1.7673969007135242,0.9999999999999999,1.2438075093711871,0.9773650388707953,-2.550376766585299,0.9810837955878339,-2.562468462015086,0.9790542063852088,-2.896129567676743,0.9782641931337605,-3.724900485038315,0.9685797313788984,-3.8101472607112568,0.965076041766263,-4.338275300996967,0.9690700579830053,-4.2589274785517865,0.9931074532293845,-3.9764144021770575,1.0000000000000002,-3.8863279631920946,1.0,-1.9258537188984162,0.986661423226435,-3.1389890892462478,0.9890321538194585,-2.2826220152636854,0.9695714424365101,-2.768401594821014,0.9999999999999999,-1.4514419387779778,0.9734167634841724,-2.603891408284319,0.977743621484436,-2.8662521869403075,0.9648773476852127,-3.8683110113105146
